,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Merge,Entity,Code,Year,Coal Electricity (TWh),Gas Electricity (TWh),Hydro Electricity (TWh),Nuclear Electricity (TWh),Oil Electricity (TWh),Other Renewables Electricity (TWh),Solar Electricity (TWh),Wind Electricity (TWh),Biofuels Energy (TWh),Coal Energy (TWh),Gas Energy (TWh),Other Energy (TWh),Hydro Energy (TWh),Nuclear Energy (TWh),Solar Energy (TWh),Wind Energy (TWh),Oil Energy (TWh),Total Electricity,Total Energy,Total Fossil Fuel Electricity (TWh),Total Sustainable Electricity (TWh),Total Fossil Fuel Energy (TWh),Total Sustainable Energy (TWh),Coal Electricity Share (%),Gas Electricity Share (%),Hydro Electricity Share (%),Nuclear Electricity Share (%),Oil Electricity Share (%),Other Renewables Electricity Share (%),Solar Electricity Share (%),Wind Electricity Share (%),Total Fossil Fuel Electricity Share (%),Total Sustainable Electricity Share (%),Biofuels Energy Share (%),Coal Energy Share (%),Gas Energy Share (%),Other Energy Share (%),Hydro Energy Share (%),Nuclear Energy Share (%),Solar Energy Share (%),Wind Energy Share (%),Oil Energy Share (%),Total Fossil Fuel Energy Share (%),Total Sustainable Energy Share (%),Coal Electricity per Capita (TWh/person),Gas Electricity per Capita (TWh/person),Hydro Electricity per Capita (TWh/person),Nuclear Electricity per Capita (TWh/person),Oil Electricity per Capita (TWh/person),Other Renewables Electricity per Capita (TWh/person),Solar Electricity per Capita (TWh/person),Wind Electricity per Capita (TWh/person),Total Fossil Fuel Electricity per Capita (TWh/person),Total Sustainable Electricity per Capita (TWh/person),Biofuels Energy per Capita (TWh/person),Coal Energy per Capita (TWh/person),Gas Energy per Capita (TWh/person),Other Energy per Capita (TWh/person),Hydro Energy per Capita (TWh/person),Nuclear Energy per Capita (TWh/person),Solar Energy per Capita (TWh/person),Wind Energy per Capita (TWh/person),Oil Energy per Capita (TWh/person),Total Fossil Fuel Energy per Capita (TWh/person),Total Sustainable Energy per Capita (TWh/person),Coal Electricity per Capita (TWh/$),Gas Electricity per Capita (TWh/$),Hydro Electricity per Capita (TWh/$),Nuclear Electricity per Capita (TWh/$),Oil Electricity per Capita (TWh/$),Other Renewables Electricity per Capita (TWh/$),Solar Electricity per Capita (TWh/$),Wind Electricity per Capita (TWh/$),Total Fossil Fuel Electricity per Capita (TWh/$),Total Sustainable Electricity per Capita (TWh/$),Biofuels Energy per Capita (TWh/$),Coal Energy per Capita (TWh/$),Gas Energy per Capita (TWh/$),Other Energy per Capita (TWh/$),Hydro Energy per Capita (TWh/$),Nuclear Energy per Capita (TWh/$),Solar Energy per Capita (TWh/$),Wind Energy per Capita (TWh/$),Oil Energy per Capita (TWh/$),Total Fossil Fuel Energy per Capita (TWh/$),Total Sustainable Energy per Capita (TWh/$),GDP per capita (2011 USD),Population,GDP (2011 USD)
30,964,964,964,Burkina Faso2019,Burkina Faso,BFA,2019,0,0,0.139666667,0,0.975333333,0.001166667,0.034666667,0,0,0,0,0,0,0,0,0,0,inf,,0.975333333,0.175500001,0,0,0,0,0.121361333,0,0.84750181,0.001013758,0.030123099,0,0.84750181,0.15249819,,,,,,,,,,,,0,0,6.87E-09,0,4.80E-08,5.74E-11,1.71E-09,0,4.80E-08,8.64E-09,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,20321000,0
31,984,984,984,Burundi2019,Burundi,BDI,2019,0,0,0.201333333,0,0.017666667,0.007333333,0.009,0,0,0,0,0,0,0,0,0,0,inf,,0.017666667,0.217666666,0,0,0,0,0.855524079,0,0.075070823,0.031161472,0.038243626,0,0.075070823,0.924929177,,,,,,,,,,,,0,0,1.75E-08,0,1.53E-09,6.36E-10,7.81E-10,0,1.53E-09,1.89E-08,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,11531000,0
32,1004,1004,1004,Cambodia2019,Cambodia,KHM,2019,4.287854635,0,2.948,0,0.248478699,0.056666667,0.005666667,0.0003,0,0,0,0,0,0,0,0,0,inf,,4.536333334,3.010633334,0,0,0.568156032,0,0.390620514,0,0.032924314,0.007508535,0.000750854,3.98E-05,0.601080346,0.398919654,,,,,,,,,,,,2.60E-07,0,1.79E-07,0,1.51E-08,3.44E-09,3.44E-10,1.82E-11,2.75E-07,1.83E-07,0,0,0,0,0,0,0,0,0,0,0,inf,,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,16487000,0
33,1024,1024,1024,Cameroon2019,Cameroon,CMR,2019,0,3.084307953,4.633666667,0,0.792358713,0.003,0.018,0,0,0,0,0,0,0,0,0,0,inf,,3.876666666,4.654666667,0,0,0,0.361527071,0.54313511,0,0.092876305,0.000351645,0.00210987,0,0.454403376,0.545596624,,,,,,,,,,,,0,1.19E-07,1.79E-07,0,3.06E-08,1.16E-10,6.96E-10,0,1.50E-07,1.80E-07,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,25876000,0
34,1079,1079,1079,Canada2019,Canada,CAN,2019,54.6054247,69.25115999,381.9769464,100.4858655,4.136564066,10.8089903,4.314705051,34.1721163,23.32153553,155.1756964,1203.124679,26.7654,945.8576122,248.8247569,10.68414389,84.61755778,1249.977962,inf,inf,127.9931488,531.7586236,2608.278337,1340.071006,0.082766621,0.104965478,0.578970701,0.152308595,0.006269879,0.01638342,0.006539892,0.051795414,0.194001978,0.805998022,0.005906655,0.03930141,0.304715863,0.006778883,0.239557732,0.063019945,0.002705977,0.021431122,0.316582413,0.660599686,0.339400314,1.46E-06,1.85E-06,1.02E-05,2.69E-06,1.11E-07,2.89E-07,1.15E-07,9.13E-07,3.42E-06,1.42E-05,6.23E-07,4.15E-06,3.22E-05,7.15E-07,2.53E-05,6.65E-06,2.86E-07,2.26E-06,3.34E-05,6.97E-05,3.58E-05,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,37411000,0
35,1099,1099,1099,Cape Verde2019,Cape Verde,CPV,2019,0,0,0,0,0.381333333,0,0.007333333,0.075,0,0,0,0,0,0,0,0,0,inf,,0.381333333,0.082333333,0,0,0,0,0,0,0.822429907,0,0.015815959,0.161754134,0.822429907,0.177570093,,,,,,,,,,,,0,0,0,0,6.93E-07,0,1.33E-08,1.36E-07,6.93E-07,1.50E-07,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,inf,inf,inf,,,,,,,,,,,,0,550000,0
36,1119,1119,1119,Cayman Islands2019,Cayman Islands,CYM,2019,0,0,0,0,0.648,0,0.018666667,0,0,0,0,0,0,0,0,0,0,inf,,0.648,0.018666667,0,0,0,0,0,0,0.972,0,0.028,0,0.972,0.028,,,,,,,,,,,,0,0,0,0,9.97E-06,0,2.87E-07,0,9.97E-06,2.87E-07,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,,inf,inf,,,,,,,,,,,,0,65000,0
37,1139,1139,1139,Central African Republic2019,Central African Republic,CAF,2019,0,0,0.144,0,0.001,0,0.0004,0,0,0,0,0,0,0,0,0,0,inf,,0.001,0.1444,0,0,0,0,0.990371389,0,0.006877579,0,0.002751032,0,0.006877579,0.993122421,,,,,,,,,,,,0,0,3.03E-08,0,2.11E-10,0,8.43E-11,0,2.11E-10,3.04E-08,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,,inf,,inf,inf,,,,,,,,,,,,0,4745000,0
38,1159,1159,1159,Chad2019,Chad,TCD,2019,0,0,0,0,0.222,0,0.0003,0.012,0,0,0,0,0,0,0,0,0,inf,,0.222,0.0123,0,0,0,0,0,0,0.947503201,0,0.00128041,0.051216389,0.947503201,0.052496799,,,,,,,,,,,,0,0,0,0,1.39E-08,0,1.88E-11,7.52E-10,1.39E-08,7.71E-10,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,inf,inf,inf,,,,,,,,,,,,0,15947000,0
39,1214,1214,1214,Chile2019,Chile,CHL,2019,17.60259157,13.67829941,20.85275304,0,10.7932095,9.992203784,6.300226399,5.300192711,0,79.03577139,64.81342528,24.74285972,51.63593083,0,15.60072444,13.12442444,210.9977625,inf,inf,42.07410048,42.44537593,354.8469592,105.1039394,0.20826669,0.161836064,0.246721276,0,0.127700856,0.118223683,0.074541711,0.06270972,0.49780361,0.50219639,0,0.171835236,0.140913792,0.053794568,0.112264007,0,0.033918239,0.028534403,0.458739755,0.771488783,0.228511217,9.29E-07,7.22E-07,1.10E-06,0,5.70E-07,5.27E-07,3.32E-07,2.80E-07,2.22E-06,2.24E-06,0,4.17E-06,3.42E-06,1.31E-06,2.72E-06,0,8.23E-07,6.93E-07,1.11E-05,1.87E-05,5.55E-06,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,18952000,0
40,1269,1269,1269,China2019,China,CHN,2019,4853.71692,236.4649321,1269.674174,348.7,6.016159213,102.8296824,223.8,405.7,27.58264391,22687.44347,3073.336142,254.6285547,3143.988122,863.4566889,554.1772497,1004.601029,7751.680008,inf,inf,5096.198011,2350.703856,33512.45962,5848.434288,0.651776673,0.031753464,0.170496966,0.046824842,0.000807874,0.013808384,0.030052766,0.054479031,0.684338011,0.315661989,0.000700763,0.576395534,0.078080954,0.006469074,0.079875933,0.021936918,0.014079387,0.02552282,0.196938617,0.851415105,0.148584895,3.39E-06,1.65E-07,8.86E-07,2.43E-07,4.20E-09,7.17E-08,1.56E-07,2.83E-07,3.55E-06,1.64E-06,1.92E-08,1.58E-05,2.14E-06,1.78E-07,2.19E-06,6.02E-07,3.87E-07,7.01E-07,5.41E-06,2.34E-05,4.08E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,1433784064,0
41,1324,1324,1324,Colombia2019,Colombia,COL,2019,4.078948046,6.808979802,51.54243493,0,0.501405485,2.047530833,0.123066515,0.059536836,0.400930901,71.58507806,134.4644367,5.070129722,127.6302272,0,0.304739444,0.147426111,194.9076242,inf,inf,11.38933333,53.77256911,400.957139,133.5534534,0.06259713,0.104493263,0.790990333,0,0.007694764,0.031422208,0.001888627,0.000913676,0.174785157,0.825214843,0.00075009,0.133926398,0.251565523,0.009485555,0.238779603,0,0.000570128,0.000275815,0.364646888,0.750138809,0.249861191,8.10E-08,1.35E-07,1.02E-06,0,9.96E-09,4.07E-08,2.44E-09,1.18E-09,2.26E-07,1.07E-06,7.96E-09,1.42E-06,2.67E-06,1.01E-07,2.54E-06,0,6.05E-09,2.93E-09,3.87E-06,7.97E-06,2.65E-06,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,50339000,0
42,1344,1344,1344,Comoros2019,Comoros,COM,2019,0,0,-0.000133333,0,0.040333333,0,0,0,0,0,0,0,0,0,0,0,0,inf,,0.040333333,-0.000133333,0,0,0,0,-0.003316741,0,1.003316741,0,0,0,1.003316741,-0.003316741,,,,,,,,,,,,0,0,-1.57E-10,0,4.74E-08,0,0,0,4.74E-08,-1.57E-10,0,0,0,0,0,0,0,0,0,0,0,,,#NAME?,,inf,,,,inf,#NAME?,,,,,,,,,,,,0,851000,0
43,1364,1364,1364,Congo2019,Congo,COG,2019,0,0,1.225666667,0,2.301666667,0,0.001,0,0,0,0,0,0,0,0,0,0,inf,,2.301666667,1.226666667,0,0,0,0,0.347378366,0,0.652338214,0,0.00028342,0,0.652338214,0.347661786,,,,,,,,,,,,0,0,2.28E-07,0,4.28E-07,0,1.86E-10,0,4.28E-07,2.28E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,,inf,,inf,inf,,,,,,,,,,,,0,5381000,0
44,1384,1384,1384,Cook Islands2019,Cook Islands,COK,2019,0,0,0,0,0.031333333,0,0.006666667,0,0,0,0,0,0,0,0,0,0,inf,,0.031333333,0.006666667,0,0,0,0,0,0,0.824561395,0,0.175438605,0,0.824561395,0.175438605,,,,,,,,,,,,0,0,0,0,1.74E-06,0,3.70E-07,0,1.74E-06,3.70E-07,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,,inf,inf,,,,,,,,,,,,0,18000,0
45,1404,1404,1404,Costa Rica2019,Costa Rica,CRI,2019,0,0,8.791333333,0,0.012666667,1.020666667,0.004333333,1.357333333,0,0,0,0,0,0,0,0,0,inf,,0.012666667,11.17366667,0,0,0,0,0.785899461,0,0.001132334,0.09124229,0.000387377,0.121338538,0.001132334,0.998867666,,,,,,,,,,,,0,0,1.74E-06,0,2.51E-09,2.02E-07,8.58E-10,2.69E-07,2.51E-09,2.21E-06,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,5048000,0
46,1424,1424,1424,Cote d'Ivoire2019,Cote d'Ivoire,CIV,2019,0,8.445666667,1.572666667,0,0,0.195666667,0.008,0,0,0,0,0,0,0,0,0,0,inf,,8.445666667,1.776333334,0,0,0,0.826224483,0.153851171,0,0,0.019141721,0.000782626,0,0.826224483,0.173775517,,,,,,,,,,,,0,3.28E-07,6.12E-08,0,0,7.61E-09,3.11E-10,0,3.28E-07,6.91E-08,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,,inf,inf,,inf,inf,,,,,,,,,,,,0,25717000,0
47,1454,1454,1454,Croatia2019,Croatia,HRV,2019,1.3671,3.0901,5.84119546,0,0.2103,0.856003809,0.078407231,1.43965027,0,5.018356389,29.4463875,2.119650833,14.46406444,0,0.194153333,3.564885833,39.31857167,inf,inf,4.6675,8.21525677,73.78331556,20.34275444,0.106118591,0.239863257,0.453411918,0,0.016324146,0.066445701,0.006086215,0.111750171,0.362305994,0.637694006,0,0.053315265,0.31283987,0.022519275,0.153666932,0,0.002062695,0.037873523,0.41772244,0.783877576,0.216122424,3.31E-07,7.48E-07,1.41E-06,0,5.09E-08,2.07E-07,1.90E-08,3.49E-07,1.13E-06,1.99E-06,0,1.22E-06,7.13E-06,5.13E-07,3.50E-06,0,4.70E-08,8.63E-07,9.52E-06,1.79E-05,4.93E-06,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,4130000,0
48,1474,1474,1474,Cuba2019,Cuba,CUB,2019,0,2.033892948,0.093333333,0,16.66010705,0.595,0.070333333,0.02,0,0,0,0,0,0,0,0,0,inf,,18.694,0.778666666,0,0,0,0.104448609,0.004793043,0,0.855563716,0.030555651,0.0036119,0.001027081,0.960012325,0.039987675,,,,,,,,,,,,0,1.79E-07,8.24E-09,0,1.47E-06,5.25E-08,6.21E-09,1.76E-09,1.65E-06,6.87E-08,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,11333000,0
49,1529,1529,1529,Cyprus2019,Cyprus,CYP,2019,0,0,0,0,4.569154,0.059935,0.215649,0.238136,0,0.194348611,0,0.148411944,0,0,0.533993611,0.589676389,30.80337389,inf,inf,4.569154,0.51372,30.9977225,1.272081944,0,0,0,0,0.898931195,0.011791557,0.042426588,0.04685066,0.898931195,0.101068805,0,0.006022615,0,0.004599096,0,0,0.01654778,0.018273318,0.954557191,0.960579806,0.039420194,0,0,0,0,3.81E-06,5.00E-08,1.80E-07,1.99E-07,3.81E-06,4.28E-07,0,1.62E-07,0,1.24E-07,0,0,4.45E-07,4.92E-07,2.57E-05,2.59E-05,1.06E-06,,,,,inf,inf,inf,inf,inf,inf,,inf,,inf,,,inf,inf,inf,inf,inf,0,1199000,0
50,1584,1584,1584,Czech Republic2019,Czech Republic,CZE,2019,36.76131913,5.712915109,2.0071,30.2462,2.296832948,4.9248,2.2819,0.7,0,167.8101431,83.2495,12.19487083,4.970014167,74.89613917,5.650478333,1.733351667,119.1687639,inf,inf,44.77106719,40.16,370.228407,99.44485417,0.432837127,0.067265316,0.023632106,0.356126456,0.027043496,0.057985849,0.026867671,0.008241978,0.527145939,0.472854061,0,0.357291243,0.177249818,0.025964584,0.010581855,0.159464345,0.012030658,0.003690548,0.25372695,0.78826801,0.21173199,3.44E-06,5.34E-07,1.88E-07,2.83E-06,2.15E-07,4.61E-07,2.13E-07,6.55E-08,4.19E-06,3.76E-06,0,1.57E-05,7.79E-06,1.14E-06,4.65E-07,7.01E-06,5.29E-07,1.62E-07,1.11E-05,3.46E-05,9.30E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,10689000,0
51,1604,1604,1604,Democratic Republic of Congo2019,Democratic Republic of Congo,COD,2019,0,0,9.573666667,0,0.009666667,0.019666667,0.009,0,0,0,0,0,0,0,0,0,0,inf,,0.009666667,9.602333334,0,0,0,0,0.996011929,0,0.001005687,0.002046054,0.00093633,0,0.001005687,0.998994313,,,,,,,,,,,,0,0,1.10E-07,0,1.11E-10,2.27E-10,1.04E-10,0,1.11E-10,1.11E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,86791000,0
52,1659,1659,1659,Denmark2019,Denmark,DNK,2019,4.605699586,0,0.01693663,0,0,6.44785747,0.963268234,16.1498308,0,10.79394694,29.19394639,15.96629111,0.041938889,0,2.385260556,39.99047722,92.46409611,inf,inf,4.605699586,23.57789313,132.4519894,58.38396778,0.16341776,0,0.000600939,0,0,0.228780537,0.034178334,0.57302243,0.16341776,0.83658224,0,0.05656139,0.152979275,0.083665004,0.000219764,0,0.01249901,0.209554205,0.484521353,0.694062017,0.305937983,7.98E-07,0,2.93E-09,0,0,1.12E-06,1.67E-07,2.80E-06,7.98E-07,4.08E-06,0,1.87E-06,5.06E-06,2.77E-06,7.27E-09,0,4.13E-07,6.93E-06,1.60E-05,2.29E-05,1.01E-05,inf,,inf,,,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,5772000,0
53,1679,1679,1679,Djibouti2019,Djibouti,DJI,2019,0,0,0,0,0.380666667,0,0.0005,0,0,0,0,0,0,0,0,0,0,inf,,0.380666667,0.0005,0,0,0,0,0,0,0.998688238,0,0.001311762,0,0.998688238,0.001311762,,,,,,,,,,,,0,0,0,0,3.91E-07,0,5.13E-10,0,3.91E-07,5.13E-10,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,,inf,inf,,,,,,,,,,,,0,974000,0
54,1699,1699,1699,Dominica2019,Dominica,DMA,2019,0,0,0.028,0,0.047333333,0,0.0004,0.001,0,0,0,0,0,0,0,0,0,inf,,0.047333333,0.0294,0,0,0,0,0.364900088,0,0.616854907,0,0.005212858,0.013032146,0.616854907,0.383145093,,,,,,,,,,,,0,0,3.89E-07,0,6.57E-07,0,5.56E-09,1.39E-08,6.57E-07,4.08E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,,inf,inf,inf,inf,,,,,,,,,,,,0,72000,0
55,1719,1719,1719,Dominican Republic2019,Dominican Republic,DOM,2019,3.132456799,3.276241701,2.038,0,8.647634834,0.179333333,0.174666667,0.423333333,0,0,0,0,0,0,0,0,0,inf,,15.05633333,2.815333333,0,0,0.175275024,0.183320435,0.114035251,0,0.483874,0.010034505,0.009773384,0.023687401,0.842469458,0.157530542,,,,,,,,,,,,2.92E-07,3.05E-07,1.90E-07,0,8.05E-07,1.67E-08,1.63E-08,3.94E-08,1.40E-06,2.62E-07,0,0,0,0,0,0,0,0,0,0,0,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,10739000,0
56,1774,1774,1774,Ecuador2019,Ecuador,ECU,2019,0,3.541686996,24.66426354,0,3.50097967,0.454723448,0.16645228,0.085526937,0,0,6.320509167,1.125993611,61.07405611,0,0.412171944,0.211783333,137.3258808,inf,inf,7.042666666,25.37096621,143.64639,62.824005,0,0.109265352,0.76092253,0,0.108009481,0.014028771,0.005135255,0.00263861,0.217274833,0.782725167,0,0,0.030612181,0.005453535,0.295800549,0,0.001996276,0.001025732,0.665111726,0.695723907,0.304276093,0,2.04E-07,1.42E-06,0,2.02E-07,2.62E-08,9.58E-09,4.92E-09,4.05E-07,1.46E-06,0,0,3.64E-07,6.48E-08,3.52E-06,0,2.37E-08,1.22E-08,7.90E-06,8.27E-06,3.62E-06,,inf,inf,,inf,inf,inf,inf,inf,inf,,,inf,inf,inf,,inf,inf,inf,inf,inf,0,17374000,0
57,1829,1829,1829,Egypt2019,Egypt,EGY,2019,0,152.5121122,13.39085,0,28.19131733,0,3.677013204,2.791673664,0,23.09409111,589.4526531,0,33.15864361,0,9.105080833,6.912788333,417.7480617,inf,inf,180.7034295,19.85953687,1030.294806,49.17651278,0,0.760420106,0.066766314,0,0.140560931,0,0.01833346,0.013919188,0.900981037,0.099018963,0,0.02139389,0.546056799,0,0.030717485,0,0.008434759,0.006403865,0.386993202,0.954443891,0.045556109,0,1.52E-06,1.33E-07,0,2.81E-07,0,3.66E-08,2.78E-08,1.80E-06,1.98E-07,0,2.30E-07,5.87E-06,0,3.30E-07,0,9.07E-08,6.89E-08,4.16E-06,1.03E-05,4.90E-07,,inf,inf,,inf,,inf,inf,inf,inf,,inf,inf,,inf,,inf,inf,inf,inf,inf,0,100388000,0
58,1849,1849,1849,El Salvador2019,El Salvador,SLV,2019,0,0,1.609,0,0.962,2.203333333,0.237333333,0,0,0,0,0,0,0,0,0,0,inf,,0.962,4.049666666,0,0,0,0,0.321050881,0,0.191952112,0.439640838,0.047356169,0,0.191952112,0.808047888,,,,,,,,,,,,0,0,2.49E-07,0,1.49E-07,3.41E-07,3.68E-08,0,1.49E-07,6.27E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,6454000,0
59,1869,1869,1869,Equatorial Guinea2019,Equatorial Guinea,GNQ,2019,0,1.121333333,0.631666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,,1.121333333,0.631666667,0,0,0,0.639665335,0.360334665,0,0,0,0,0,0.639665335,0.360334665,,,,,,,,,,,,0,8.27E-07,4.66E-07,0,0,0,0,0,8.27E-07,4.66E-07,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,,,,,inf,inf,,,,,,,,,,,,0,1356000,0
60,1889,1889,1889,Eritrea2019,Eritrea,ERI,2019,0,0,0,0,0.404666667,0,0.002,0.002,0,0,0,0,0,0,0,0,0,inf,,0.404666667,0.004,0,0,0,0,0,0,0.990212072,0,0.004893964,0.004893964,0.990212072,0.009787928,,,,,,,,,,,,0,0,0,0,1.16E-07,0,5.72E-10,5.72E-10,1.16E-07,1.14E-09,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,inf,inf,inf,,,,,,,,,,,,0,3497000,0
61,1924,1924,1924,Estonia2019,Estonia,EST,2019,0.500704006,0.060602229,0.015980028,0,5.73562607,1.187893985,0.072060935,0.677553182,0,39.15182833,4.302614722,2.941482778,0.03957,0,0.178438611,1.677768333,17.80669472,inf,inf,6.296932305,1.95348813,61.26113777,4.837259722,0.060688302,0.00734535,0.001936874,0,0.695191974,0.143979812,0.008734214,0.082123473,0.763225626,0.236774374,0,0.592326438,0.065094085,0.044501575,0.000598653,0,0.002699591,0.02538289,0.269396769,0.926817292,0.073182708,3.78E-07,4.57E-08,1.21E-08,0,4.33E-06,8.96E-07,5.43E-08,5.11E-07,4.75E-06,1.47E-06,0,2.95E-05,3.24E-06,2.22E-06,2.98E-08,0,1.35E-07,1.27E-06,1.34E-05,4.62E-05,3.65E-06,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,1326000,0
62,1944,1944,1944,Ethiopia2019,Ethiopia,ETH,2019,0,0,13.91033333,0,0.004,0.027433333,0.023333333,0.893333333,0,0,0,0,0,0,0,0,0,inf,,0.004,14.85443333,0,0,0,0,0.936191119,0,0.000269207,0.001846314,0.001570376,0.060122983,0.000269207,0.999730793,,,,,,,,,,,,0,0,1.24E-07,0,3.57E-11,2.45E-10,2.08E-10,7.97E-09,3.57E-11,1.33E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,112079000,0
63,1999,1999,1999,Europe2019,Europe,0,2019,698.6264797,768.1110967,632.5383017,928.4674725,51.78583727,220.335262,154.6634587,461.5876104,201.6476972,3151.880583,5541.340303,545.5978083,1566.301771,2299.086463,382.9802064,1142.990851,8445.13065,inf,inf,1518.523414,2397.592105,17138.35154,6138.604797,0.178397822,0.196141072,0.16152187,0.237088888,0.013223777,0.056263729,0.0394941,0.117868742,0.387762671,0.612237329,0.008662975,0.135407763,0.238061206,0.023439396,0.067289801,0.098770923,0.016453191,0.049103965,0.362810779,0.736279748,0.263720252,9.35E-07,1.03E-06,8.47E-07,1.24E-06,6.93E-08,2.95E-07,2.07E-07,6.18E-07,2.03E-06,3.21E-06,2.70E-07,4.22E-06,7.42E-06,7.30E-07,2.10E-06,3.08E-06,5.13E-07,1.53E-06,1.13E-05,2.29E-05,8.22E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,747182976,0
64,2019,2019,2019,Falkland Islands2019,Falkland Islands,FLK,2019,0,0,0,0,0.007666667,0,0,0.009,0,0,0,0,0,0,0,0,0,inf,,0.007666667,0.009,0,0,0,0,0,0,0.460000011,0,0,0.539999989,0.460000011,0.539999989,,,,,,,,,,,,0,0,0,0,2.56E-06,0,0,3.00E-06,2.56E-06,3.00E-06,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,,inf,inf,inf,,,,,,,,,,,,0,3000,0
65,2039,2039,2039,Fiji2019,Fiji,FJI,2019,0,0,0.614,0,0.465333333,0.060666667,0.010666667,0.000666667,0,0,0,0,0,0,0,0,0,inf,,0.465333333,0.686000001,0,0,0,0,0.53329473,0,0.404169079,0.052692531,0.009264621,0.000579039,0.404169079,0.595830921,,,,,,,,,,,,0,0,6.90E-07,0,5.23E-07,6.82E-08,1.20E-08,7.49E-10,5.23E-07,7.71E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,890000,0
66,2094,2094,2094,Finland2019,Finland,FIN,2019,4.670867798,4.014040999,12.2863,22.926,0.586841297,12.195,0.1781,5.9854,3.84526569,40.64805556,20.20888889,30.19746,30.42353861,56.76973917,0.441014167,14.82114611,107.5575603,inf,inf,9.271750094,53.5708,168.4145048,136.4981637,0.074326516,0.063874572,0.195509253,0.364816513,0.009338279,0.194056415,0.002834067,0.095244384,0.147539368,0.852460632,0.012611039,0.133310484,0.06627763,0.099036423,0.099777877,0.186183603,0.001446362,0.04860784,0.352748742,0.552336856,0.447663144,8.44E-07,7.26E-07,2.22E-06,4.14E-06,1.06E-07,2.20E-06,3.22E-08,1.08E-06,1.68E-06,9.68E-06,6.95E-07,7.35E-06,3.65E-06,5.46E-06,5.50E-06,1.03E-05,7.97E-08,2.68E-06,1.94E-05,3.04E-05,2.47E-05,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,5532000,0
