,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Merge,Entity,Code,Year,Coal Electricity (TWh),Gas Electricity (TWh),Hydro Electricity (TWh),Nuclear Electricity (TWh),Oil Electricity (TWh),Other Renewables Electricity (TWh),Solar Electricity (TWh),Wind Electricity (TWh),Biofuels Energy (TWh),Coal Energy (TWh),Gas Energy (TWh),Other Energy (TWh),Hydro Energy (TWh),Nuclear Energy (TWh),Solar Energy (TWh),Wind Energy (TWh),Oil Energy (TWh),Total Electricity,Total Energy,Total Fossil Fuel Electricity (TWh),Total Sustainable Electricity (TWh),Total Fossil Fuel Energy (TWh),Total Sustainable Energy (TWh),Coal Electricity Share (%),Gas Electricity Share (%),Hydro Electricity Share (%),Nuclear Electricity Share (%),Oil Electricity Share (%),Other Renewables Electricity Share (%),Solar Electricity Share (%),Wind Electricity Share (%),Total Fossil Fuel Electricity Share (%),Total Sustainable Electricity Share (%),Biofuels Energy Share (%),Coal Energy Share (%),Gas Energy Share (%),Other Energy Share (%),Hydro Energy Share (%),Nuclear Energy Share (%),Solar Energy Share (%),Wind Energy Share (%),Oil Energy Share (%),Total Fossil Fuel Energy Share (%),Total Sustainable Energy Share (%),Coal Electricity per Capita (TWh/person),Gas Electricity per Capita (TWh/person),Hydro Electricity per Capita (TWh/person),Nuclear Electricity per Capita (TWh/person),Oil Electricity per Capita (TWh/person),Other Renewables Electricity per Capita (TWh/person),Solar Electricity per Capita (TWh/person),Wind Electricity per Capita (TWh/person),Total Fossil Fuel Electricity per Capita (TWh/person),Total Sustainable Electricity per Capita (TWh/person),Biofuels Energy per Capita (TWh/person),Coal Energy per Capita (TWh/person),Gas Energy per Capita (TWh/person),Other Energy per Capita (TWh/person),Hydro Energy per Capita (TWh/person),Nuclear Energy per Capita (TWh/person),Solar Energy per Capita (TWh/person),Wind Energy per Capita (TWh/person),Oil Energy per Capita (TWh/person),Total Fossil Fuel Energy per Capita (TWh/person),Total Sustainable Energy per Capita (TWh/person),Coal Electricity per Capita (TWh/$),Gas Electricity per Capita (TWh/$),Hydro Electricity per Capita (TWh/$),Nuclear Electricity per Capita (TWh/$),Oil Electricity per Capita (TWh/$),Other Renewables Electricity per Capita (TWh/$),Solar Electricity per Capita (TWh/$),Wind Electricity per Capita (TWh/$),Total Fossil Fuel Electricity per Capita (TWh/$),Total Sustainable Electricity per Capita (TWh/$),Biofuels Energy per Capita (TWh/$),Coal Energy per Capita (TWh/$),Gas Energy per Capita (TWh/$),Other Energy per Capita (TWh/$),Hydro Energy per Capita (TWh/$),Nuclear Energy per Capita (TWh/$),Solar Energy per Capita (TWh/$),Wind Energy per Capita (TWh/$),Oil Energy per Capita (TWh/$),Total Fossil Fuel Energy per Capita (TWh/$),Total Sustainable Energy per Capita (TWh/$),GDP per capita (2011 USD),Population,GDP (2011 USD)
103,3374,3374,3374,Kuwait2019,Kuwait,KWT,2019,0,71.50966667,0,0,0,0,0.142350399,0.01752,0,2.109721667,235.1620442,0,0,0,0.352490278,0.043383333,217.2225489,inf,inf,71.50966667,0.159870399,454.4943148,0.395873611,0,0.99776934,0,0,0,0,0.001986205,0.000244455,0.99776934,0.00223066,0,0.00463787,0.516964424,0,0,0,0.000774891,9.54E-05,0.477527444,0.999129738,0.000870262,0,1.70E-05,0,0,0,0,3.38E-08,4.16E-09,1.70E-05,3.80E-08,0,5.01E-07,5.59E-05,0,0,0,8.38E-08,1.03E-08,5.16E-05,0.000108033,9.41E-08,,inf,,,,,inf,inf,inf,inf,,inf,inf,,,,inf,inf,inf,inf,inf,0,4207000,0
104,3394,3394,3394,Kyrgyzstan2019,Kyrgyzstan,KGZ,2019,0.966314917,0,15.18366667,0,0.071685083,0,0,0,0,0,0,0,0,0,0,0,0,inf,,1.038,15.18366667,0,0,0.059569398,0,0.936011507,0,0.004419095,0,0,0,0.063988493,0.936011507,,,,,,,,,,,,1.51E-07,0,2.37E-06,0,1.12E-08,0,0,0,1.62E-07,2.37E-06,0,0,0,0,0,0,0,0,0,0,0,inf,,inf,,inf,,,,inf,inf,,,,,,,,,,,,0,6416000,0
105,3414,3414,3414,Laos2019,Laos,LAO,2019,11.82566667,0,19.98933333,0,0,0.005333333,0.010666667,0,0,0,0,0,0,0,0,0,0,inf,,11.82566667,20.00533333,0,0,0.371514143,0,0.627983203,0,0,0.000167552,0.000335103,0,0.371514143,0.628485857,,,,,,,,,,,,1.65E-06,0,2.79E-06,0,0,7.44E-10,1.49E-09,0,1.65E-06,2.79E-06,0,0,0,0,0,0,0,0,0,0,0,inf,,inf,,,inf,inf,,inf,inf,,,,,,,,,,,,0,7169000,0
106,3449,3449,3449,Latvia2019,Latvia,LVA,2019,0.000207,3.374657102,2.107762044,0,0,0.976994623,0,0.154581468,0,0.84899,13.118875,2.419250278,5.219275,0,0,0.382777222,21.70959528,inf,inf,3.374864102,3.239338135,35.67746028,8.0213025,3.13E-05,0.510213777,0.318672149,0,0,0.147711634,0,0.023371143,0.510245073,0.489754927,0,0.019428239,0.300211589,0.055361986,0.119437592,0,0,0.008759452,0.496801143,0.81644097,0.18355903,1.09E-10,1.77E-06,1.11E-06,0,0,5.12E-07,0,8.11E-08,1.77E-06,1.70E-06,0,4.45E-07,6.88E-06,1.27E-06,2.74E-06,0,0,2.01E-07,1.14E-05,1.87E-05,4.21E-06,inf,inf,inf,,,inf,,inf,inf,inf,,inf,inf,inf,inf,,,inf,inf,inf,inf,0,1907000,0
107,3469,3469,3469,Lebanon2019,Lebanon,LBN,2019,0,8.664454427,0.304666667,0,10.41854557,0,0,0.006,0,0,0,0,0,0,0,0,0,inf,,19.083,0.310666667,0,0,0,0.446767214,0.015709596,0,0.537213811,0,0,0.000309379,0.983981025,0.016018975,,,,,,,,,,,,0,1.26E-06,4.44E-08,0,1.52E-06,0,0,8.75E-10,2.78E-06,4.53E-08,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,,,inf,inf,inf,,,,,,,,,,,,0,6856000,0
108,3489,3489,3489,Lesotho2019,Lesotho,LSO,2019,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,,0,0.49,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,0,0,2.31E-07,0,0,0,0,0,0,2.31E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,,,,,,inf,,,,,,,,,,,,0,2125000,0
109,3509,3509,3509,Liberia2019,Liberia,LBR,2019,0,0,0,0,0.436666667,0,0,0,0,0,0,0,0,0,0,0,0,inf,,0.436666667,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,8.84E-08,0,0,0,8.84E-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,,,inf,,,,,,,,,,,,,0,4937000,0
110,3529,3529,3529,Libya2019,Libya,LBY,2019,0,32.65674752,0,0,1.701585815,0,0.008,0,0,0,0,0,0,0,0,0,0,inf,,34.35833334,0.008,0,0,0,0.950254052,0,0,0.049513162,0,0.000232786,0,0.999767214,0.000232786,,,,,,,,,,,,0,4.82E-06,0,0,2.51E-07,0,1.18E-09,0,5.07E-06,1.18E-09,0,0,0,0,0,0,0,0,0,0,0,,inf,,,inf,,inf,,inf,inf,,,,,,,,,,,,0,6777000,0
111,3564,3564,3564,Lithuania2019,Lithuania,LTU,2019,0,0.52147535,0.346,0,0.183470323,0.544,0.09,1.459,0,2.370121389,21.57156,1.347061667,0.856770833,0,0.222859444,3.612799722,38.34465417,inf,inf,0.704945673,2.439,62.28633556,6.039491666,0,0.165866527,0.110052792,0,0.058356709,0.17303098,0.028626449,0.464066543,0.224223236,0.775776764,0,0.034688514,0.315716046,0.019715263,0.012539487,0,0.003261716,0.052876048,0.561202926,0.911607486,0.088392514,0,1.89E-07,1.25E-07,0,6.65E-08,1.97E-07,3.26E-08,5.29E-07,2.55E-07,8.84E-07,0,8.59E-07,7.82E-06,4.88E-07,3.10E-07,0,8.07E-08,1.31E-06,1.39E-05,2.26E-05,2.19E-06,,inf,inf,,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,2760000,0
112,3619,3619,3619,Luxembourg2019,Luxembourg,LUX,2019,0,0.220921,0.10613155,0,0.000291,0.28105561,0.120509625,0.266779167,0,0.649735556,7.9548825,0.695954444,0.262804722,0,0.298408056,0.660603056,35.28159472,inf,inf,0.221212,0.774475952,43.88621278,1.917770278,0,0.221877747,0.106591176,0,0.00029226,0.282272784,0.121031519,0.267934513,0.222170008,0.777829992,0,0.014185132,0.173672287,0.01519419,0.005737595,0,0.006514893,0.014422393,0.770273508,0.958130928,0.041869072,0,3.59E-07,1.72E-07,0,4.72E-10,4.56E-07,1.96E-07,4.33E-07,3.59E-07,1.26E-06,0,1.05E-06,1.29E-05,1.13E-06,4.27E-07,0,4.84E-07,1.07E-06,5.73E-05,7.12E-05,3.11E-06,,inf,inf,,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,616000,0
113,3649,3649,3649,Macedonia2019,Macedonia,MKD,2019,3.430666667,0,1.163674,0,0,0.055103,0.023227,0.101806,0,12.2786325,2.827404444,0.136446944,2.881508611,0,0.057515,0.252093611,12.64267167,inf,inf,3.430666667,1.34381,27.74870861,3.327564166,0.718542975,0,0.243728073,0,0,0.01154116,0.004864826,0.021322965,0.718542975,0.281457025,0,0.395112779,0.09098274,0.004390711,0.092723752,0,0.001850769,0.008112093,0.406827156,0.892922675,0.107077325,1.65E-06,0,5.59E-07,0,0,2.65E-08,1.12E-08,4.89E-08,1.65E-06,6.45E-07,0,5.89E-06,1.36E-06,6.55E-08,1.38E-06,0,2.76E-08,1.21E-07,6.07E-06,1.33E-05,1.60E-06,inf,,inf,,,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,2083000,0
114,3669,3669,3669,Madagascar2019,Madagascar,MDG,2019,0.444484434,0.109528373,0.916666667,0,0.269320527,0.001,0,0.001,0,0,0,0,0,0,0,0,0,inf,,0.823333334,0.918666667,0,0,0.255157539,0.062875071,0.526215078,0,0.154604206,0.000574053,0,0.000574053,0.472636816,0.527363184,,,,,,,,,,,,1.65E-08,4.06E-09,3.40E-08,0,9.99E-09,3.71E-11,0,3.71E-11,3.05E-08,3.41E-08,0,0,0,0,0,0,0,0,0,0,0,inf,inf,inf,,inf,inf,,inf,inf,inf,,,,,,,,,,,,0,26969000,0
115,3689,3689,3689,Malawi2019,Malawi,MWI,2019,0,0.172,1.783333333,0,0,0.053666667,0,0,0,0,0,0,0,0,0,0,0,inf,,0.172,1.837,0,0,0,0.085614734,0.887672142,0,0,0.026713124,0,0,0.085614734,0.914385266,,,,,,,,,,,,0,9.23E-09,9.57E-08,0,0,2.88E-09,0,0,9.23E-09,9.86E-08,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,,inf,,,inf,inf,,,,,,,,,,,,0,18629000,0
116,3744,3744,3744,Malaysia2019,Malaysia,MYS,2019,71.13345844,68.56763541,27.04540764,0,2.587814724,0.889748194,0.793705771,0,0,249.3536025,422.8824003,2.203209167,66.97028417,0,1.965387222,0,436.0156739,inf,inf,142.2889086,28.72886161,1108.251677,71.13888056,0.415941913,0.400938659,0.158143844,0,0.015131847,0.005202665,0.004641072,0,0.832012419,0.167987581,0,0.211425809,0.358560104,0.001868091,0.056783806,0,0.001666443,0,0.369695748,0.93968166,0.06031834,2.23E-06,2.15E-06,8.46E-07,0,8.10E-08,2.78E-08,2.48E-08,0,4.45E-06,8.99E-07,0,7.80E-06,1.32E-05,6.90E-08,2.10E-06,0,6.15E-08,0,1.36E-05,3.47E-05,2.23E-06,inf,inf,inf,,inf,inf,inf,,inf,inf,,inf,inf,inf,inf,,inf,,inf,inf,inf,0,31950000,0
117,3764,3764,3764,Maldives2019,Maldives,MDV,2019,0,0,0,0,0.441666667,0,0,0.002,0,0,0,0,0,0,0,0,0,inf,,0.441666667,0.002,0,0,0,0,0,0,0.995492111,0,0,0.004507889,0.995492111,0.004507889,,,,,,,,,,,,0,0,0,0,8.32E-07,0,0,3.77E-09,8.32E-07,3.77E-09,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,,inf,inf,inf,,,,,,,,,,,,0,531000,0
118,3784,3784,3784,Mali2019,Mali,MLI,2019,0,0,1.158,0,1.465,0.052,0.003666667,0,0,0,0,0,0,0,0,0,0,inf,,1.465,1.213666667,0,0,0,0,0.432304629,0,0.546913887,0.019412643,0.00136884,0,0.546913887,0.453086113,,,,,,,,,,,,0,0,5.89E-08,0,7.45E-08,2.65E-09,1.87E-10,0,7.45E-08,6.17E-08,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,19658000,0
119,3804,3804,3804,Malta2019,Malta,MLT,2019,0,1.286755,0,0,0.192721,0,0.155245,5.80E-05,0,0,0,0,0,0,0,0,0,inf,,1.479476,0.155303,0,0,0,0.787112509,0,0,0.117888106,0,0.094963906,3.55E-05,0.905000615,0.094999385,,,,,,,,,,,,0,2.92E-06,0,0,4.38E-07,0,3.53E-07,1.32E-10,3.36E-06,3.53E-07,0,0,0,0,0,0,0,0,0,0,0,,inf,,,inf,,inf,inf,inf,inf,,,,,,,,,,,,0,440000,0
120,3824,3824,3824,Martinique2019,Martinique,MTQ,2019,0,0,0,0,1.441,0.024333333,0,0.000666667,0,0,0,0,0,0,0,0,0,inf,,1.441,0.025,0,0,0,0,0,0,0.982946794,0.016598454,0,0.000454752,0.982946794,0.017053206,,,,,,,,,,,,0,0,0,0,3.83E-06,6.47E-08,0,1.77E-09,3.83E-06,6.65E-08,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,inf,,inf,inf,inf,,,,,,,,,,,,0,376000,0
121,3844,3844,3844,Mauritania2019,Mauritania,MRT,2019,0,0.315184886,0.243333333,0,0.348815114,0,0.176666667,0.104,0,0,0,0,0,0,0,0,0,inf,,0.664,0.524,0,0,0,0.265307143,0.204826038,0,0.293615416,0,0.148709316,0.087542088,0.558922559,0.441077441,,,,,,,,,,,,0,6.96E-08,5.38E-08,0,7.71E-08,0,3.90E-08,2.30E-08,1.47E-07,1.16E-07,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,,inf,inf,inf,inf,,,,,,,,,,,,0,4526000,0
122,3864,3864,3864,Mauritius2019,Mauritius,MUS,2019,0.745859756,0,0.078333333,0,1.657806911,0.463333333,0.092666667,0.019,0,0,0,0,0,0,0,0,0,inf,,2.403666667,0.653333333,0,0,0.243984219,0,0.02562425,0,0.54229863,0.151564715,0.030312943,0.006215244,0.786282848,0.213717152,,,,,,,,,,,,5.87E-07,0,6.17E-08,0,1.31E-06,3.65E-07,7.30E-08,1.50E-08,1.89E-06,5.14E-07,0,0,0,0,0,0,0,0,0,0,0,inf,,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,1270000,0
123,3919,3919,3919,Mexico2019,Mexico,MEX,2019,26.27976662,205.6247771,23.79043502,11.25121131,37.68454997,7.751056654,12.43931414,17.59845041,2.341143025,140.9767278,906.6742292,19.19329417,58.9102675,27.860435,30.80243472,43.57757306,914.3145794,inf,inf,269.5890937,72.83046753,1961.965536,182.6851475,0.07674727,0.600505346,0.069477441,0.032857969,0.11005373,0.022636139,0.036327697,0.051394407,0.787306346,0.212693654,0.00109162,0.065734121,0.422760796,0.00894938,0.027468467,0.012990663,0.014362448,0.020319194,0.42632331,0.914818227,0.085181773,2.06E-07,1.61E-06,1.86E-07,8.82E-08,2.95E-07,6.08E-08,9.75E-08,1.38E-07,2.11E-06,5.71E-07,1.84E-08,1.11E-06,7.11E-06,1.50E-07,4.62E-07,2.18E-07,2.41E-07,3.42E-07,7.17E-06,1.54E-05,1.43E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,127576000,0
124,3939,3939,3939,Moldova2019,Moldova,MDA,2019,4.025221053,0.527112281,0.287666667,0,0,0.025666667,0.002,0.008666667,0,0,0,0,0,0,0,0,0,inf,,4.552333334,0.324000001,0,0,0.825460603,0.108096031,0.058992412,0,0,0.005263518,0.000410144,0.001777292,0.933556634,0.066443366,,,,,,,,,,,,9.96E-07,1.30E-07,7.12E-08,0,0,6.35E-09,4.95E-10,2.14E-09,1.13E-06,8.01E-08,0,0,0,0,0,0,0,0,0,0,0,inf,inf,inf,,,inf,inf,inf,inf,inf,,,,,,,,,,,,0,4043000,0
125,3959,3959,3959,Mongolia2019,Mongolia,MNG,2019,5.400666667,0,0.058,0,0,0,0.035666667,0.360666667,0,0,0,0,0,0,0,0,0,inf,,5.400666667,0.454333334,0,0,0.922402505,0,0.009906063,0,0,0,0.00609166,0.061599772,0.922402505,0.077597495,,,,,,,,,,,,1.67E-06,0,1.80E-08,0,0,0,1.11E-08,1.12E-07,1.67E-06,1.41E-07,0,0,0,0,0,0,0,0,0,0,0,inf,,inf,,,,inf,inf,inf,inf,,,,,,,,,,,,0,3225000,0
126,3979,3979,3979,Montenegro2019,Montenegro,MNE,2019,1.494333333,0,2.234666667,0,0,0,0,0.129333333,0,0,0,0,0,0,0,0,0,inf,,1.494333333,2.364,0,0,0.387300216,0,0.579179266,0,0,0,0,0.033520518,0.387300216,0.612699784,,,,,,,,,,,,2.38E-06,0,3.56E-06,0,0,0,0,2.06E-07,2.38E-06,3.76E-06,0,0,0,0,0,0,0,0,0,0,0,inf,,inf,,,,,inf,inf,inf,,,,,,,,,,,,0,628000,0
127,3999,3999,3999,Montserrat2019,Montserrat,MSR,2019,0,0,0,0,0.025666667,0,0,0,0,0,0,0,0,0,0,0,0,inf,,0.025666667,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,5.13E-06,0,0,0,5.13E-06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,,,inf,,,,,,,,,,,,,0,5000,0
128,4054,4054,4054,Morocco2019,Morocco,MAR,2019,13.86553815,8.148143405,1.262781,0,3.801651782,0,1.581462,4.69919,0,77.51452694,9.756849444,0,3.126919167,0,3.916042222,11.63621167,157.6666656,inf,inf,25.81533334,7.543433,244.938042,18.67917306,0.415649008,0.244257936,0.037854547,0,0.113962601,0,0.047407688,0.140868219,0.773869545,0.226130455,0,0.294041976,0.037011428,0,0.011861589,0,0.014855032,0.044140561,0.598089414,0.929142818,0.070857182,3.80E-07,2.23E-07,3.46E-08,0,1.04E-07,0,4.34E-08,1.29E-07,7.08E-07,2.07E-07,0,2.13E-06,2.68E-07,0,8.57E-08,0,1.07E-07,3.19E-07,4.32E-06,6.72E-06,5.12E-07,inf,inf,inf,,inf,,inf,inf,inf,inf,,inf,inf,,inf,,inf,inf,inf,inf,inf,0,36472000,0
129,4074,4074,4074,Mozambique2019,Mozambique,MOZ,2019,0,0,12.88166667,0,2.029666667,0.060666667,0.002,0,0,0,0,0,0,0,0,0,0,inf,,2.029666667,12.94433334,0,0,0,0,0.860268911,0,0.135546058,0.004051467,0.000133565,0,0.135546058,0.864453942,,,,,,,,,,,,0,0,4.24E-07,0,6.68E-08,2.00E-09,6.59E-11,0,6.68E-08,4.26E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,30366000,0
130,4094,4094,4094,Myanmar2019,Myanmar,MMR,2019,1.381244953,8.878421714,13.509,0,0,0.017666667,0.095333333,0,0,0,0,0,0,0,0,0,0,inf,,10.25966667,13.622,0,0,0.057837042,0.371767257,0.565664038,0,0,0.000739759,0.003991905,0,0.429604299,0.570395701,,,,,,,,,,,,2.56E-08,1.64E-07,2.50E-07,0,0,3.27E-10,1.76E-09,0,1.90E-07,2.52E-07,0,0,0,0,0,0,0,0,0,0,0,inf,inf,inf,,,inf,inf,,inf,inf,,,,,,,,,,,,0,54045000,0
131,4114,4114,4114,Namibia2019,Namibia,NAM,2019,0.048026681,0,1.607,0,0.023973319,0,0,0.006333333,0,0,0,0,0,0,0,0,0,inf,,0.072,1.613333333,0,0,0.028496844,0,0.95352057,0,0.014224675,0,0,0.003757911,0.042721519,0.957278481,,,,,,,,,,,,1.92E-08,0,6.44E-07,0,9.61E-09,0,0,2.54E-09,2.89E-08,6.47E-07,0,0,0,0,0,0,0,0,0,0,0,inf,,inf,,inf,,,inf,inf,inf,,,,,,,,,,,,0,2495000,0
132,4134,4134,4134,Nauru2019,Nauru,NRU,2019,0,0,0,0,0.025333333,0,0,0,0,0,0,0,0,0,0,0,0,inf,,0.025333333,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,2.30E-06,0,0,0,2.30E-06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,,,inf,,,,,,,,,,,,,0,11000,0
133,4154,4154,4154,Nepal2019,Nepal,NPL,2019,0,0,4.975333333,0,0,0,0.095,0.006,0,0,0,0,0,0,0,0,0,inf,,0,5.076333333,0,0,0,0,0.980103749,0,0,0,0.018714295,0.001181955,0,1,,,,,,,,,,,,0,0,1.74E-07,0,0,0,3.32E-09,2.10E-10,0,1.77E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,,,inf,inf,,inf,,,,,,,,,,,,0,28609000,0
134,4209,4209,4209,Netherlands2019,Netherlands,NLD,2019,17.414408,71.010087,0.074182,3.909748,1.362621734,5.63349,5.189277,11.457694,8.430028602,74.02777778,368.4280231,13.94974083,0.183690556,9.6813825,12.84977333,28.37173083,459.4025175,inf,inf,89.78711673,26.264391,901.8583184,73.46634665,0.150057577,0.611884226,0.000639216,0.033689765,0.011741525,0.048543014,0.044715292,0.098729385,0.773683328,0.226316672,0.008643305,0.075900652,0.377749109,0.014302664,0.000188338,0.009926318,0.013174868,0.029089525,0.471025223,0.924674983,0.075325017,1.02E-06,4.15E-06,4.34E-09,2.29E-07,7.97E-08,3.30E-07,3.04E-07,6.70E-07,5.25E-06,1.54E-06,4.93E-07,4.33E-06,2.15E-05,8.16E-07,1.07E-08,5.66E-07,7.52E-07,1.66E-06,2.69E-05,5.27E-05,4.30E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,17097000,0
135,4229,4229,4229,New Caledonia2019,New Caledonia,NCL,2019,0,0,0.366666667,0,2.725333333,0,0,0.039333333,0,0,0,0,0,0,0,0,0,inf,,2.725333333,0.406,0,0,0,0,0.117096019,0,0.870342772,0,0,0.012561209,0.870342772,0.129657228,,,,,,,,,,,,0,0,1.30E-06,0,9.63E-06,0,0,1.39E-07,9.63E-06,1.43E-06,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,,,inf,inf,inf,,,,,,,,,,,,0,283000,0
136,4284,4284,4284,New Zealand2019,New Zealand,NZL,2019,2.816838784,2.856274527,25.58539259,0,0.873220023,8.42668987,0.126883721,2.255204789,0,17.23499694,47.99556417,20.86630833,63.35497083,0,0.314191667,5.584375278,99.19120111,inf,inf,6.546333334,36.39417097,164.4217622,90.11984611,0.065598642,0.066517023,0.595833538,0,0.020335579,0.196241055,0.002954873,0.05251929,0.152451245,0.847548755,0,0.06770994,0.188556851,0.081976021,0.248898289,0,0.001234343,0.021938949,0.389685607,0.645952398,0.354047602,5.89E-07,5.97E-07,5.35E-06,0,1.83E-07,1.76E-06,2.65E-08,4.72E-07,1.37E-06,7.61E-06,0,3.60E-06,1.00E-05,4.36E-06,1.32E-05,0,6.57E-08,1.17E-06,2.07E-05,3.44E-05,1.88E-05,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,4783000,0
137,4304,4304,4304,Nicaragua2019,Nicaragua,NIC,2019,0,0.245289087,0.52,0,1.53437758,1.578,0.044333333,0.558333333,0,0,0,0,0,0,0,0,0,inf,,1.779666667,2.700666666,0,0,0,0.054747955,0.116062793,0,0.342469514,0.352205937,0.009895097,0.124618704,0.397217469,0.602782531,,,,,,,,,,,,0,3.75E-08,7.94E-08,0,2.34E-07,2.41E-07,6.77E-09,8.53E-08,2.72E-07,4.13E-07,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,6546000,0
138,4324,4324,4324,Niger2019,Niger,NER,2019,0.122125676,0,0,0,0.398207657,0,0.005333333,0,0,0,0,0,0,0,0,0,0,inf,,0.520333333,0.005333333,0,0,0.232325319,0,0,0,0.757528835,0,0.010145846,0,0.989854154,0.010145846,,,,,,,,,,,,5.24E-09,0,0,0,1.71E-08,0,2.29E-10,0,2.23E-08,2.29E-10,0,0,0,0,0,0,0,0,0,0,0,inf,,,,inf,,inf,,inf,inf,,,,,,,,,,,,0,23311000,0
139,4344,4344,4344,Nigeria2019,Nigeria,NGA,2019,0,25.086,5.409,0,0,0.026,0.026666667,0.003,0,0,0,0,0,0,0,0,0,inf,,25.086,5.464666667,0,0,0,0.821127744,0.177050146,0,0,0.000851045,0.000872867,9.82E-05,0.821127744,0.178872256,,,,,,,,,,,,0,1.25E-07,2.69E-08,0,0,1.29E-10,1.33E-10,1.49E-11,1.25E-07,2.72E-08,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,,inf,inf,inf,inf,inf,,,,,,,,,,,,0,200964000,0
140,4364,4364,4364,Niue2019,Niue,NIU,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,2000,0
141,4419,4419,4419,North America2019,North America,0,2019,1134.414721,1975.752363,676.9255854,963.7468263,61.78553554,96.90001643,125.1126051,354.8726162,431.8536566,3446.331083,10576.24943,239.9454183,1676.214295,2386.445781,309.8058953,878.7414231,12438.74783,inf,inf,3171.95262,2217.557649,26461.32834,5923.006469,0.210485678,0.366592188,0.125600574,0.178818998,0.011464035,0.017979373,0.023214095,0.065845058,0.588541901,0.411458099,0.013335264,0.106419697,0.326585353,0.007409305,0.051760035,0.073691363,0.009566536,0.027134768,0.384097679,0.817102729,0.182897271,3.09E-06,5.39E-06,1.85E-06,2.63E-06,1.69E-07,2.64E-07,3.41E-07,9.68E-07,8.65E-06,6.05E-06,1.18E-06,9.40E-06,2.88E-05,6.55E-07,4.57E-06,6.51E-06,8.45E-07,2.40E-06,3.39E-05,7.22E-05,1.62E-05,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,366600992,0
142,4439,4439,4439,North Korea2019,North Korea,PRK,2019,4.515666667,0,12.408,0,0,0,0.015,0.0012,0,0,0,0,0,0,0,0,0,inf,,4.515666667,12.4242,0,0,0.266570378,0,0.732473298,0,0,0,0.000885485,7.08E-05,0.266570378,0.733429622,,,,,,,,,,,,1.76E-07,0,4.83E-07,0,0,0,5.84E-10,4.68E-11,1.76E-07,4.84E-07,0,0,0,0,0,0,0,0,0,0,0,inf,,inf,,,,inf,inf,inf,inf,,,,,,,,,,,,0,25666000,0
